"CT2000.Geo_FIPS","CT2000.Geo_NAME","CT2000.AVGINCOME","CT2000.SIZE","CT2000.ROOMS","CT2000.DEGREE","CT2000.OWN","CT2000.VEHICLES"
6075047701,"Census Tract 477.01",56862.70096,2.46,4.10129198966408,0.445114942528736,0.327438370846731,1.2518756698821
6075047702,"Census Tract 477.02",77218.78173,2.57,4.68831980012492,0.398508430609598,0.422700587084149,1.29028049575995
6075047800,"Census Tract 478",74385.36122,2.48,4.73787599754451,0.433082460732984,0.423188405797101,1.39517919441801
6075047901,"Census Tract 479.01",73011.19632,2.48,4.51393983859134,0.436320754716981,0.495975469528555,1.43196627060176
6075047902,"Census Tract 479.02",73292.81729,2.38,4.63774834437086,0.492936235204276,0.464959568733154,1.41225626740947
6075060100,"Census Tract 601",96865.94203,2.77,5.70307443365696,0.749024707412224,0.0211970074812968,1.95048309178744
6075060200,"Census Tract 602",83876.92308,2.05,4.43478260869565,0.240234375,0.409836065573771,1.33333333333333
6075060300,"Census Tract 603",31343.24324,1.34,2.78787878787879,0.597014925373134,0.0285714285714286,0.818181818181818
6075060400,"Census Tract 604",68461.34752,1.69,2.94789356984479,0.570588235294118,0.190848214285714,1.2006880733945
6075060501,"Census Tract 605.01",66668.6747,4.68,3.2906976744186,0.142857142857143,0.670454545454545,2.22619047619048
6075060502,"Census Tract 605.02",31417.48401,3.47,4.09934395501406,0.123228589032656,0.196337741607325,0.794493608652901
6075060600,"Census Tract 606",55734.31953,3.23,4.67924528301887,0.099009900990099,0.70440251572327,1.51572327044025
6075060700,"Census Tract 607",58958.08824,2.22,2.88285714285714,0.468888888888889,0.111111111111111,0.885714285714286
6075060900,"Census Tract 609",67951.16279,2.52,3.17142857142857,0.281553398058252,0.397260273972603,1.3
6075061000,"Census Tract 610",80604.04624,3.73,4.8,0.183986371379898,0.777604976671851,1.91869918699187
