,Geo_GEOID,Geo_NAME,TotalExpenditures,TotalFood,FoodAtHome,FoodAwayFromHome,AlcoholicBeverages, Cerealsandbakeryproducts , Meatspoultryfishandeggs , Dairyproducts , Fruitsandvegetables , Otherfoodathome ,Housing,Shelter,OtherLodging,UtilitiesFuelsAndPublicServices,HouseholdOperations, Housekeepingsupplies ,HouseFurnishingsAndEquipment,HouseholdTextiles,Furniture,FloorCoverings,MajorAppliances,SmallAppliancesMiscHousewares,MiscHoushouseholdEquipment,ApparelAndServices,Transportation, VehiclePurchasesNetOutlay, Gasolineotherfuelsandmotoroil , Othervehicleexpenses ,PublicAndOtherTransportation,PublicAndOtherTransportationOnTrips,LocalPublicTransportationExclOnTrips,Healthcare,Entertainment,EntertainmentGoods,EntertainmentServices, PersonalCareProductsAndServices ,Reading,Education,TobaccoAndSmokingSupplies,MiscellaneousExpenditures,CashContributions,PersonalInsuranceAndPensions
12,14000US06075011300,"Census Tract 113, San Francisco County, California",44726.95881205322,7727.898686336466,4762.785944481994,3262.8617901768566,907.7896707627538,744.6591854746999,1210.1625749639413,459.51856437023565,874.7710906974551,1475.390268171744,17305.605911568615,11937.004411315926,724.9304084929165,1521.327537236591,1104.4136857958247,444.8830651931532,2027.6868562341078,173.20766903299346,374.1135834844025,126.31291890699389,90.73763869550807,131.97973653135162,1132.978333873819,2488.8904383861864,6642.14034443367,2384.9141713795043,1249.8125602906273,2899.0849770865448,846.8698533099872,929.5625001741228,207.6590123592166,2002.461075273764,1873.114018888618,1234.112968861064,916.695164044007,658.694517663732,197.88306076234866,969.8820456074664,276.36113322976064,885.5587983505179,714.5673637838808,4247.513239179558
13,14000US06075011700,"Census Tract 117, San Francisco County, California",46173.45749654833,7454.22058834693,4296.195958798436,3427.4094318928614,998.7327447354845,671.6719086393414,1091.6640668547134,414.49640762611506,789.121317737246,1330.8690475992998,17841.151012480575,12242.653073595944,794.4858096111501,1360.4495965712874,1006.0875869511499,405.24866286039094,2077.497465285996,165.062996547573,244.93160649250072,259.9222244751896,63.642019502008516,140.27103309928057,1184.6466210612539,2270.124095110856,6646.640898711354,1273.268393233497,1164.1208079892244,3009.916190657998,884.880456374264,848.9888386016192,206.5206209083106,2000.4144681811474,1922.1123685145847,1264.1850493006418,946.8191097514732,631.6208616188196,196.4704954148314,1192.484729725118,304.13413486555686,957.819662868412,731.1046512291147,4708.301991282085
14,14000US06075011800,"Census Tract 118, San Francisco County, California",41587.69877303456,7661.324116628055,4858.61502946288,3136.29450805032,864.1671368329988,759.6038277227857,1234.5500409370932,468.76013930458237,892.3566683325922,1505.0789042137383,15968.985800509707,10939.070246232091,656.1305570545996,1430.281030654244,1002.3042104616129,403.78308254235264,1916.5002616976126,172.15883052716856,386.16037023379545,119.48298750420608,76.90215945062054,128.92061893006073,1110.6292788684193,2353.4140680286505,6547.152204112714,2474.5977455865714,1275.5649366869088,2866.638296482463,820.6489508847342,953.593180835578,206.1907914858603,1934.9758473108955,1768.6855603625725,1210.1823353826087,859.4384184496404,617.5993894324135,185.11303247497813,970.7934562606334,268.67382931050514,829.4327450333346,632.70124624568,3700.53444483705
15,14000US06075011901,"Census Tract 119.01, San Francisco County, California",57440.56450540769,8245.368640307506,4594.583460121628,3841.988414257596,1052.3759978719493,718.3811075757659,1167.4176313191674,443.2895664746948,843.9218880726887,1423.2976753330404,21805.771645813227,15075.611819233824,1001.9051382933759,1662.769885222543,1316.5023144676477,530.135835145081,2576.7914555896673,174.30799312072642,318.4368502797412,222.7084068936643,110.86802222359378,155.10543388016447,1301.9907395770297,2805.2081731180765,8069.96324327612,1773.5875902469504,1280.5560645307462,3335.8058896499556,1012.7431321976519,876.0895337863245,217.35521304392694,2276.0530905880014,2339.390900912415,1373.69319096952,1120.94123802899,726.0041601023041,236.68857747827258,1355.9501876816698,317.1441935783709,1057.8684236628217,933.7092381177949,6546.760315430432
16,14000US06075011902,"Census Tract 119.02, San Francisco County, California",50906.41359564106,7949.379048662799,4598.342364817662,3576.0714586435497,979.9291323664257,718.9395067682385,1168.4089989438764,443.64399439089635,844.5968983539749,1424.4633452882879,19323.492277763515,13372.551645291283,879.2614048744961,1506.4591637044794,1177.1674929523551,474.08217564192176,2333.1583903087485,172.60355482471087,312.455561209016,179.73590467234055,91.34228997994792,146.33312770749274,1241.355752076434,2578.923497778627,7346.269096809369,1778.7446973452807,1244.9567924983207,3154.0537842421413,936.1662503848745,892.9605977198587,214.04267971123895,2141.80398174511,2108.431424475809,1293.0197595106065,1009.7683393720055,669.7236130118953,217.1049491010045,1255.6771393807614,299.5153192274535,937.8095020549289,801.2984221141584,5342.640964649879
17,14000US06075012000,"Census Tract 120, San Francisco County, California",46398.887057191234,7333.7143529522855,4170.2489007091035,3407.3208470945383,1004.3406568419651,651.9649901362885,1059.68320244756,402.341312857461,765.9930296493275,1291.8561047242583,17953.514669427062,12505.746428971353,822.6299836790182,1267.9677903034765,990.4458247782696,398.9277555411428,2116.572955362733,164.10606657238688,217.92071994676738,275.9335968066915,60.08772184022475,142.6969521407609,1195.9073294341044,2192.283759859983,6490.516866371808,1151.6773881251584,1119.2655898149003,3028.37579346579,877.7313624510787,834.707179591493,205.9530271998206,2014.7711736236938,1924.4178187191033,1236.1768553079128,931.2190678046096,615.8797871217276,198.70822048070653,1338.8082268470737,301.1042231744844,924.4765574128556,716.7584048252934,4698.815315270194
18,14000US06075012100,"Census Tract 121, San Francisco County, California",48877.53032767817,7597.356652379015,4333.298794342745,3481.927224053198,998.8884084095181,677.4571109179951,1101.1090363837989,418.0755049908732,795.9300839150376,1342.365225307063,18863.18612254072,13210.356222773942,861.6921745947029,1317.7544051788282,1045.033499432115,420.8872354711365,2233.6700687651924,166.9702865969402,247.08512476377686,256.20544893890025,67.94503361624639,146.75801258999263,1222.9672260998218,2306.728714831717,6898.47943668136,1418.5468618064622,1168.3478536414243,3125.780024514503,907.2190787483313,859.4177296412261,209.0923701208495,2084.3429821961145,2012.501188635365,1259.4489853012499,960.2807320170339,632.2560069465696,205.02226468855557,1423.8532700002002,300.77366154109546,932.2928595688867,741.1882664580984,5009.828045894243
19,14000US06075012201,"Census Tract 122.01, San Francisco County, California",44339.24659706659,7420.111651650886,4415.66863298941,3270.7094833364417,948.2402741747403,690.3348997489423,1122.02976775046,426.0281445686417,811.0425286448319,1367.8757843581698,17392.556869566848,12145.39614629654,753.623281517716,1303.5356055665006,979.0753171754349,394.3880589957596,2004.67110719632,166.25130603422076,270.6837819957827,210.97496528982006,63.18424863307531,136.5402684803553,1146.3780891247343,2219.033706807138,6362.449059682532,1677.4057037394512,1161.3292872490933,2932.1426902389326,844.8495184615543,880.9543230466016,204.8596840223912,1972.4621787062024,1836.202021381244,1216.4466566060084,894.7055919827635,620.0151422668124,188.9037627269964,1185.4905119052441,287.12956304154716,895.8930091408859,679.0837172372794,4277.447745351118
20,14000US06075012202,"Census Tract 122.02, San Francisco County, California",43829.15069668225,7270.514779942619,4289.066015358502,3220.9402517466337,958.9432254522605,670.5496898034312,1089.846326669808,413.8067097214146,787.7988631208634,1328.6490794672054,16870.46710993348,11732.339651172164,734.4520787178438,1307.3327203392414,993.0016172600783,399.9946565302333,2025.2084406126721,167.13145609562045,255.2090560981149,204.74595883200874,69.5550036695338,135.86298824623483,1148.4936603792269,2197.9134859460014,6371.551602402482,1394.4386533773272,1149.6212169149098,2962.568475990683,835.1535130413799,856.9375791340573,201.9624054801349,1987.1588249253864,1849.710135990006,1210.713989696296,883.1136234930826,611.1526987366265,198.3305925480452,1230.098051690422,280.05159806444215,882.6698193791102,671.7261662182506,4042.3734250492507
21,14000US06075012301,"Census Tract 123.01, San Francisco County, California",36673.40262128547,6492.582543981975,3889.689791462137,2848.2187559793197,943.9614843456146,608.0068782953916,988.4613526490682,375.2876423538623,714.4518082781187,1204.9405680015736,14846.69483317502,10597.674961606823,611.6698311675739,943.3715274292357,700.0170919332286,282.04968176965167,1675.2453641388863,154.92345772756812,171.925999406037,393.76630083681533,32.701454101161346,129.42741187217766,1050.7632457713655,1636.8515410714272,5290.1295133199,1076.3161096070705,1018.6214104544789,2792.1343804610124,733.3423434345104,818.0922505934373,187.89387005623217,1789.7182522487565,1536.6078445945536,1111.4626033027057,731.4891861460536,520.1289886980047,160.1915432053353,1482.7924127666647,268.21102720437136,834.7979335129666,502.7714814184581,2957.163380257593
22,14000US06075012302,"Census Tract 123.02, San Francisco County, California",44028.78708865579,7141.693633489833,4104.096576296806,3271.6776010100034,993.8994320371685,641.5911337252331,1042.8960053521382,395.9625850997563,753.8411970135181,1271.3625090249748,17126.49072211045,11961.99512816416,761.988452054139,1177.5861742736447,901.4943107663025,363.12993475348054,2016.9416570802946,161.7850792108362,205.30733383967583,319.84339155802274,51.31886411612983,140.65238113120307,1167.4402943795217,2033.4156435165894,6317.49429195113,1103.702536521103,1108.9654541721038,3015.931020397613,848.137265587374,829.6012844855818,201.1745793477441,1968.0855639386573,1837.7558757901788,1215.9380584701792,879.6057272600484,586.6688346999891,189.39300424401495,1431.1771504973535,293.61389938535956,908.7203065358536,651.6263800430262,4178.423586413762
